,function_name,LLVM_selectiondag_similarity
578,6_function_70,"[['andi', 'a3,', 'a0,', '1'], ['mv', 'a0,', 'a1'], ['bnez', 'a3,', '.LBB0_2'], ['and', 'a0,', 'a2,', 'a1'], ['xor', 'a0,', 'a0,', 'a2'], ['xor', 'a1,', 'a2,', 'a1'], ['remu', 'a1,', 'a2,', 'a1'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
579,6_function_25,"[['andi', 'a4,', 'a3,', '1'], ['srl', 'a0,', 'a0,', 'a1'], ['mv', 'a3,', 'a2'], ['bnez', 'a4,', '.LBB0_2'], ['mv', 'a3,', 'a1'], ['divu', 'a2,', 'a2,', 'a3'], ['remu', 'a1,', 'a2,', 'a1'], ['or', 'a0,', 'a0,', 'a1'], ['ret']]"
580,7_function_76,"[['li', 'a0,', '1'], ['remw', 'a0,', 'a0,', 'a2'], ['ret']]"
581,6_function_38,"[['remu', 'a0,', 'a0,', 'a1'], ['or', 'a1,', 'a0,', 'a1'], ['remu', 'a0,', 'a1,', 'a0'], ['andi', 'a2,', 'a2,', '1'], ['xor', 'a0,', 'a0,', 'a2'], ['ret']]"
582,4_function_54,"[['li', 'a0,', '-1'], ['ret']]"
583,8_function_92,"[['remu', 'a2,', 'a1,', 'a2'], ['divu', 'a1,', 'a1,', 'a2'], ['div', 'a2,', 'a2,', 'a1'], ['divu', 'a0,', 'a0,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['neg', 'a0,', 'a0'], ['rem', 'a1,', 'a0,', 'a1'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
584,7_function_29,"[['remu', 'a3,', 'a2,', 'a0'], ['rem', 'a3,', 'a2,', 'a3'], ['andi', 'a3,', 'a3,', '1'], ['rem', 'a2,', 'a2,', 'a3'], ['srl', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['ret']]"
585,3_function_13,"[['rem', 'a1,', 'a1,', 'a2'], ['andi', 'a0,', 'a0,', '1'], ['xor', 'a0,', 'a0,', 'a1'], ['seqz', 'a0,', 'a0'], ['ret']]"
586,3_function_7,"[['or', 'a0,', 'a0,', 'a1'], ['sra', 'a1,', 'a0,', 'a1'], ['slt', 'a0,', 'a1,', 'a0'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
587,6_function_19,"[['sra', 'a3,', 'a0,', 'a2'], ['div', 'a2,', 'a3,', 'a2'], ['sext.w', 'a0,', 'a0'], ['srl', 'a1,', 'a1,', 'a2'], ['sltu', 'a0,', 'a1,', 'a0'], ['ret']]"
588,4_function_97,"[['xori', 'a0,', 'a1,', '1'], ['li', 'a1,', '1'], ['remu', 'a0,', 'a1,', 'a0'], ['ret']]"
589,6_function_48,"[['div', 'a3,', 'a0,', 'a1'], ['andi', 'a2,', 'a2,', '1'], ['bnez', 'a2,', '.LBB0_2'], ['mv', 'a0,', 'a3'], ['divu', 'a2,', 'a3,', 'a0'], ['rem', 'a1,', 'a1,', 'a2'], ['sra', 'a0,', 'a0,', 'a1'], ['xor', 'a0,', 'a2,', 'a0'], ['seqz', 'a0,', 'a0'], ['ret']]"
590,4_function_10,[['ret']]
591,5_function_67,"[['andi', 'a0,', 'a0,', '1'], ['slli', 'a1,', 'a1,', '63'], ['srai', 'a1,', 'a1,', '63'], ['srl', 'a0,', 'a0,', 'a1'], ['ret']]"
592,8_function_51,[['ret']]
593,6_function_27,"[['sra', 'a2,', 'a0,', 'a2'], ['rem', 'a2,', 'a1,', 'a2'], ['remu', 'a1,', 'a1,', 'a0'], ['xor', 'a1,', 'a2,', 'a1'], ['snez', 'a1,', 'a1'], ['sltu', 'a0,', 'a1,', 'a0'], ['ret']]"
594,6_function_43,"[['rem', 'a3,', 'a0,', 'a1'], ['srl', 'a0,', 'a1,', 'a0'], ['divu', 'a0,', 'a3,', 'a0'], ['sra', 'a1,', 'a3,', 'a2'], ['sra', 'a1,', 'a1,', 'a3'], ['xor', 'a0,', 'a1,', 'a0'], ['seqz', 'a0,', 'a0'], ['ret']]"
595,5_function_8,"[['divu', 'a0,', 'a0,', 'a2'], ['addi', 'a0,', 'a0,', '-1'], ['snez', 'a0,', 'a0'], ['ret']]"
596,6_function_6,"[['xor', 'a0,', 'a0,', 'a1'], ['srl', 'a2,', 'a2,', 'a1'], ['and', 'a0,', 'a0,', 'a2'], ['sext.w', 'a0,', 'a0'], ['slt', 'a0,', 'a0,', 'a1'], ['xori', 'a0,', 'a0,', '1'], ['ret']]"
597,6_function_18,"[['sra', 'a4,', 'a0,', 'a1'], ['rem', 'a4,', 'a4,', 'a2'], ['andi', 'a3,', 'a3,', '1'], ['bnez', 'a3,', '.LBB0_2'], ['srl', 'a1,', 'a0,', 'a1'], ['rem', 'a0,', 'a4,', 'a1'], ['ret'], ['or', 'a1,', 'a1,', 'a2'], ['rem', 'a0,', 'a4,', 'a1'], ['ret']]"
598,7_function_62,"[['andi', 'a3,', 'a1,', '1'], ['sext.w', 'a1,', 'a0'], ['beqz', 'a3,', '.LBB0_2'], ['andi', 'a0,', 'a2,', '1'], ['and', 'a0,', 'a1,', 'a0'], ['ret']]"
599,7_function_44,"[['xor', 'a0,', 'a0,', 'a1'], ['ret']]"
